postal_code,address,category_name,city,latitude,longitude,neighborhood,permanently_closed,phone,state,temporarily_closed,title,total_score,website
49855,"1420 M-28, Marquette, MI 49855",Thrift store,Marquette,46.488072,-87.3036799,1420 M-28,FALSE,(906) 362-3733,Michigan,FALSE,The New Free Store,5,http://thenewfreestore.org/
49938,"119 S Suffolk St, Ironwood, MI 49938",Consignment shop,Ironwood,46.4546905,-90.1688731,119 S Suffolk St,FALSE,(906) 285-7353,Michigan,FALSE,Superior Holistics & Boutique,4.4,
49935,"301 W Genesee St, Iron River, MI 49935",Store,Iron River,46.0913638,-88.6412501,301 W Genesee St,FALSE,(906) 265-6271,Michigan,FALSE,St. Vincent DE Paul Store,3.8,
49931,"47420 M-26 #48, Houghton, MI 49931",Second hand store,Houghton,47.1030618,-88.5924692,47420 M-26 #48,FALSE,(906) 482-0861,Michigan,FALSE,Betty's C.A.A.T.,2,
49946,"14 S Main St, L'Anse, MI 49946",Charity,L'Anse,46.7575039,-88.4552284,14 S Main St,FALSE,(906) 524-7006,Michigan,FALSE,St. Vincent de Paul Society Thrift Store,4.4,https://www.svdpup.org/
49930,"353 Hancock St, Hancock, MI 49930",Donations center,Hancock,47.1082183,-88.5988874,353 Hancock St,FALSE,(906) 523-5407,Michigan,FALSE,Love In the Name of Christ,,http://www.loveinc.org/
49913,"25971 Pine St, Calumet Twp, MI 49913",Thrift store,Calumet Twp,47.2498259,-88.4476595,25971 Pine St,FALSE,(906) 337-0020,Michigan,FALSE,Copper Country Habitat for Humanity ReStore,4.4,
49930,"20895 Royce Rd, Ripley, MI 49930",Consignment shop,Ripley,47.1262766,-88.5540592,20895 Royce Rd,FALSE,(906) 482-4550,Michigan,FALSE,Keweenaw Consignment,4.5,http://www.keweenawconsignment.com/
49930,"204 Quincy St, Hancock, MI 49930",Thrift store,Hancock,47.1267883,-88.5810867,204 Quincy St,FALSE,(906) 482-7705,Michigan,FALSE,Society of St Vincent de Paul - Hancock Thrift Store,4.5,
49931,"911 Razorback Dr, Houghton, MI 49931",Thrift store,Houghton,47.1094312,-88.5849412,911 Razorback Dr,FALSE,(906) 482-3680,Michigan,FALSE,Goodwill,4.3,https://gwnwup.org/
49953,"335 River St, Ontonagon, MI 49953",Consignment shop,Ontonagon,46.8718894,-89.3153647,335 River St,FALSE,(906) 884-7355,Michigan,FALSE,Ontonagon Consignment Company,5,
48079,"115 N 6th St, St Clair, MI 48079",Thrift store,St Clair,42.8252454,-82.4909695,115 N 6th St,FALSE,(810) 329-2952,Michigan,FALSE,The Thrift Shop,5,https://www.facebook.com/TheThriftStoreStClairMI/
49855,"131 E Michigan St, Marquette, MI 49855",Clothing store,Marquette,46.5472816,-87.3906517,131 E Michigan St,FALSE,(906) 369-1854,Michigan,FALSE,fancy-free,4.9,
49855,"2119 Presque Isle Ave, Marquette, MI 49855",Charity,Marquette,46.568378,-87.3970543,2119 Presque Isle Ave,FALSE,(906) 226-3721,Michigan,FALSE,St. Vincent de Paul Society Thrift Store,4.2,https://www.svdpup.org/
49849,"322 Cleveland Ave, Ishpeming, MI 49849",Thrift store,Ishpeming,46.4898725,-87.6653182,322 Cleveland Ave,FALSE,,Michigan,FALSE,"Silver Creek Thrift Store, Harvey, MI",,
48629,"2131 W Houghton Lake Dr, Houghton Lake, MI 48629",Thrift store,Houghton Lake,44.2967109,-84.6818702,2131 W Houghton Lake Dr,FALSE,(989) 202-4652,Michigan,FALSE,The Salvation Army,4.2,http://www.salvationarmyusa.org/usn/
49931,"1701 Memorial Rd, Houghton, MI 49931",Discount store,Houghton,47.1027368,-88.5924394,1701 Memorial Rd,FALSE,(906) 275-9032,Michigan,FALSE,Deals 4 Dayz,4.2,
49801,"332 S Stephenson Ave, Iron Mountain, MI 49801",Clothing store,Iron Mountain,45.8195807,-88.0658598,332 S Stephenson Ave,FALSE,(906) 221-7584,Michigan,FALSE,Worn Clothing Exchange,4.8,
48017,"10 S Main St, Clawson, MI 48017",Women's clothing store,Clawson,42.5331259,-83.1464799,10 S Main St,FALSE,(248) 435-2130,Michigan,FALSE,HIPS Resale Boutique,4.6,http://www.havehips.com/
48317,"46660 Van Dyke Ave, Shelby Twp, MI 48317",Thrift store,Shelby Twp,42.6381144,-83.0320863,46660 Van Dyke Ave,FALSE,(586) 263-1540 ext. 110,Michigan,FALSE,Macomb County Habitat for Humanity ReStore,3.5,http://macombhabitat.org/
49802,"621 N Hooper St, Kingsford, MI 49802",Thrift store,Kingsford,45.8000916,-88.0762607,621 N Hooper St,FALSE,(906) 767-0132,Michigan,FALSE,Denim Heart,4.9,http://dicsami.org/denim-heart-thrift-pantry
49930,"408 Ravine St, Hancock, MI 49930",Non-profit organization,Hancock,47.1270173,-88.5833457,408 Ravine St,FALSE,(906) 482-3420,Michigan,FALSE,The Salvation Army of Hancock,4.5,https://centralusa.salvationarmy.org/hancock/
49855,"1907 Presque Isle Ave, Marquette, MI 49855",Clothing store,Marquette,46.5645756,-87.396419,1907 Presque Isle Ave,FALSE,,Michigan,FALSE,906 Restyle,5,
49829,"2201 6th Ave N, Escanaba, MI 49829",Thrift store,Escanaba,45.7531504,-87.0786901,2201 6th Ave N,FALSE,(906) 233-0227,Michigan,FALSE,Goodwill,3.8,http://gwnwup.org/
49855,"1310 S Front St, Marquette, MI 49855",Clothing store,Marquette,46.5322532,-87.397293,1310 S Front St,FALSE,(906) 225-1103,Michigan,FALSE,Pak Ratz Thrift Shop,4.6,https://www.facebook.com/Pak-Ratz-Resale-247576741939250/
49854,"401 Deer St, Manistique, MI 49854",Thrift store,Manistique,45.9637148,-86.256493,401 Deer St,FALSE,(906) 341-1444,Michigan,FALSE,Habitat ReStore,4.5,http://www.hiawathalandhabitat.com/
49801,"224 E Hughitt St, Iron Mountain, MI 49801",Second hand store,Iron Mountain,45.8194961,-88.0639495,224 E Hughitt St,FALSE,(906) 828-2737,Michigan,FALSE,Echo Boutique,4.6,http://echoboutiqueim.com/
49913,"220 6th St, Calumet, MI 49913",Antique store,Calumet,47.2460619,-88.4534009,220 6th St,FALSE,(906) 231-3079,Michigan,FALSE,Vertin Antiques Gallery,4.6,http://www.thevertingallery.com/
49931,"200 Shelden Ave, Houghton, MI 49931",Outdoor clothing and equipment shop,Houghton,47.1219893,-88.5717179,200 Shelden Ave,FALSE,(906) 482-2550,Michigan,FALSE,Surplus Outlet,4.5,http://www.surplusoutlet.net/
49920,"136 E Superior Ave, Crystal Falls, MI 49920",Non-profit organization,Crystal Falls,46.0968869,-88.3295455,136 E Superior Ave,FALSE,(906) 875-4251,Michigan,FALSE,St. Vincent de Paul Society,4.4,
49841,"48 E Stephenson Ave, Gwinn, MI 49841",Clothing store,Gwinn,46.2777314,-87.4264211,48 E Stephenson Ave,FALSE,,Michigan,FALSE,Model Tots,4.7,
48141,"26091 Trowbridge St, Inkster, MI 48141",Non-profit organization,Inkster,42.2944901,-83.2937839,26091 Trowbridge St,FALSE,(313) 551-3994,Michigan,FALSE,Zaman International (& Good Deeds Thrift Store),4.7,http://www.zamaninternational.org/
49849,"2243 Diorite Rd, Ishpeming, MI 49849",Clothing store,Ishpeming,46.4867448,-87.7575184,2243 Diorite Rd,FALSE,,Michigan,FALSE,Hidden treasures,,
49841,"111 N Pine St, Gwinn, MI 49841",Charity,Gwinn,46.279133,-87.4391394,111 N Pine St,FALSE,(906) 346-5610,Michigan,FALSE,St. Vincent de Paul Society Thrift Store,4,https://www.svdpup.org/
49879,"316 Kloman Ave, Republic, MI 49879",Non-profit organization,Republic,46.4069453,-87.9782831,316 Kloman Ave,FALSE,(906) 376-2400,Michigan,FALSE,St. Vincent de Paul Society,4.9,
49840,"2744 U.S. Rte 2, Gulliver, MI 49840",Thrift store,Gulliver,45.9952473,-86.0084453,2744 U.S. Rte 2,FALSE,(989) 274-2672,Michigan,TRUE,Beths Stuff,5,https://beths-stuff.business.site/
49912,"4676 US-45, Bruce Crossing, MI 49912",Used tire shop,Bruce Crossing,46.4008428,-89.1784858,4676 US-45,FALSE,(906) 827-3732,Michigan,FALSE,Neuman's Tire,4,
49841,"105 West, 105 M-35, Gwinn, MI 49841",Thrift store,Gwinn,46.2772408,-87.4348126,"105 West, 105 M-35",FALSE,(906) 372-4033,MI,FALSE,Dis n Dat,4.6,http://www.facebook.com/disndatyooperstyle
49849,"322 Cleveland Ave, Ishpeming, MI 49849",Charity,Ishpeming,46.4898725,-87.6653182,322 Cleveland Ave,FALSE,(906) 486-4237,Michigan,FALSE,St. Vincent de Paul Society Store,4.1,
49920,"308 Superior Ave, Crystal Falls, MI 49920",Antique store,Crystal Falls,46.0971374,-88.3315277,308 Superior Ave,FALSE,(913) 433-8858,Michigan,FALSE,Charlie's Emporium,4.6,http://charliesonsuperior.com/
49931,"506 Shelden Ave, Houghton, MI 49931",Musical instrument store,Houghton,47.1219679,-88.5676989,506 Shelden Ave,FALSE,(906) 482-0245,Michigan,FALSE,Good Times Music,5,http://goodtimesmusicstore.com/
49930,"308 Quincy St, Hancock, MI 49930",Antique store,Hancock,47.126613,-88.5835837,308 Quincy St,FALSE,(906) 523-7111,Michigan,FALSE,From The Past Antiques Collectibles,4.3,
49442,"1501 E Apple Ave, Muskegon, MI 49442",Thrift store,Muskegon,43.2321697,-86.2063,1501 E Apple Ave,FALSE,(231) 733-7070,Michigan,FALSE,Goodwill Outlet Store and Donation Center,4.3,http://www.goodwillwm.org/
49916,"41586 US Hwy 41, Chassell, MI 49916",General store,Chassell,47.0185206,-88.5199565,41586 US Hwy 41,FALSE,(906) 481-5112,Michigan,FALSE,Keweenaw Kountry Store,4.6,http://www.keweenawstore.com/
49931,"308 Shelden Ave, Houghton, MI 49931",Sporting goods store,Houghton,47.1219535,-88.5702402,308 Shelden Ave,FALSE,(906) 482-2500,Michigan,FALSE,Down Wind Sports,4.7,https://www.shopdownwindsports.com/
49916,"45302 US Hwy 41, Chassell, MI 49916",Used car dealer,Chassell,47.0731846,-88.5184371,45302 US Hwy 41,FALSE,(906) 482-3922,Michigan,FALSE,Dan's Auto Sales,4,
49921,"46553 Main St, Dodgeville, MI 49921",Self-storage facility,Dodgeville,47.092437,-88.5844789,46553 Main St,FALSE,(906) 523-2523,Michigan,FALSE,U-Haul Moving & Storage of Dodgeville,4.7,https://www.uhaul.com/Locations/Self-Storage-near-Dodgeville-MI-49921/868047/?utm_source=gmb&utm_medium=primary&utm_campaign=listingmanagement&utm_content=868047
49931,"1500 Memorial Rd, Houghton, MI 49931",Used car dealer,Houghton,47.1087493,-88.5912094,1500 Memorial Rd,FALSE,(906) 482-7988,Michigan,FALSE,"Keweenaw Automotive, Inc.",4.6,https://www.keweenawtireandauto.com/
49905,"46705 M-26, Atlantic Mine, MI 49905",Used truck dealer,Atlantic Mine,47.094313,-88.6228208,46705 M-26,FALSE,(906) 523-2534,Michigan,FALSE,Truck Sales at U-Haul,,https://www.uhaul.com/Locations/Trucks-for-Sale-near-Atlantic%20Mine-MI-49905/868029/?utm_source=gmb&utm_medium=trucksales&utm_campaign=uhaulsmlm&utm_content=868029
49913,"412 5th St, Calumet, MI 49913",Antique store,Calumet,47.2486976,-88.4525629,412 5th St,FALSE,(906) 337-0446,Michigan,FALSE,Red Jacket General Store,4.9,
49930,"112 Quincy St, Hancock, MI 49930",Office equipment supplier,Hancock,47.1269104,-88.5797325,112 Quincy St,FALSE,(906) 482-0612,Michigan,FALSE,"OPG: The Office Planning Group, Inc.",4.3,http://www.opgup.com/
49931,"47298 M-26, Houghton, MI 49931",Building materials store,Houghton,47.1021964,-88.6006812,47298 M-26,FALSE,(906) 523-7160,Michigan,FALSE,Habitat for Humanity ReStore,4.6,https://www.habitat.org/us-mi/hancock/copper-country-hfh
49423,"716 Chicago Dr #200, Holland, MI 49423",Thrift store,Holland,42.7967969,-86.0753828,716 Chicago Dr #200,FALSE,(616) 392-6050,Michigan,FALSE,Harbor Humane Resale Store,4.5,https://m.facebook.com/harborhumaneresale/
49855,"1015 N 3rd St Ste. 3, Marquette, MI 49855",Children's clothing store,Marquette,46.5527091,-87.3952039,1015 N 3rd St Ste. 3,FALSE,(906) 287-6535,Michigan,FALSE,Little Agate,5,http://littleagate.com/
49893,"Wallace, MI 49893",Surplus store,Wallace,45.335005,-87.615714,,FALSE,(906) 788-4611,Michigan,FALSE,Schuette's Surplus,3.8,
49858,"1406 10th Ave, Menominee, MI 49858",Thrift store,Menominee,45.1081856,-87.6200547,1406 10th Ave,FALSE,(906) 863-2150,Michigan,FALSE,Second Chances Thrift Shoppe,4.3,
49887,"S320 US Hwy 41, Stephenson, MI 49887",Gift shop,Stephenson,45.4142606,-87.6068258,S320 US Hwy 41,FALSE,,Michigan,FALSE,41 Treasures,5,https://www.facebook.com/41Treasures
49870,"431 Main St, Norway, MI 49870",Charity,Norway,45.7847837,-87.9075853,431 Main St,FALSE,(906) 563-7302,Michigan,FALSE,St. Vincent de Paul Society Thrift Store Norway,4.2,https://www.svdpup.org/
49876,"813 Christine Ct, Quinnesec, MI 49876",Home goods store,Quinnesec,45.8021618,-87.983878,813 Christine Ct,FALSE,(906) 221-4091,Michigan,FALSE,U.P. Made Creations,,
49802,"Kingsford, MI 49802",Bakery,Kingsford,45.801134,-88.0712576,,FALSE,,Michigan,FALSE,Taystee Bakery Outlet,,
49801,"101 W A St, Iron Mountain, MI 49801",Food bank,Iron Mountain,45.8183549,-88.066932,101 W A St,FALSE,(906) 779-0749,Michigan,FALSE,Saint Vincent De Paul Food Pantry,,https://m.facebook.com/pages/category/Product-Service/St-Vincent-de-Paul-Food-Pantry-101177872162029/
49870,"1028 Main St, Norway, MI 49870",Home goods store,Norway,45.7904161,-87.9073249,1028 Main St,FALSE,(906) 970-5030,Michigan,FALSE,Not Just Another Resale Shop,5,https://www.facebook.com/1028Main/
49849,"222 E Division St, Ishpeming, MI 49849",Protestant church,Ishpeming,46.4883961,-87.666926,222 E Division St,FALSE,(906) 486-8121,Michigan,FALSE,Salvation Army,4.4,http://www.salvationarmy.org/
49849,"221 E Pearl St, Ishpeming, MI 49849",Tire shop,Ishpeming,46.4894256,-87.6667785,221 E Pearl St,FALSE,(906) 486-6441,Michigan,FALSE,Willey's Tire Shop,4.8,https://www.willeystire.com/
49855,"104 W Washington St, Marquette, MI 49855",Boutique,Marquette,46.5434228,-87.3930891,104 W Washington St,FALSE,(906) 273-2273,Michigan,FALSE,Revival,5,
49855,"101, 1727, 2119 Presque Isle Ave, Marquette, MI 49855",Non-profit organization,Marquette,46.5679004,-87.3961091,"101, 1727, 2119 Presque Isle Ave",FALSE,(906) 226-2311,MI,FALSE,"SVdP – Marquette, Michigan",,http://www.svdpup.org/contact-2/assistance/
49855,"1009 W Baraga Ave, Marquette, MI 49855",Non-profit organization,Marquette,46.5444493,-87.4218794,1009 W Baraga Ave,FALSE,(906) 226-2241,Michigan,FALSE,The Salvation Army of Marquette County,5,https://centralusa.salvationarmy.org/marquettecountymi/
49862,"127 E Superior St, Munising, MI 49862",Thrift store,Munising,46.4103825,-86.6543039,127 E Superior St,FALSE,,Michigan,FALSE,Community Threads,5,
49918,"Copper Harbor, MI 49918",Gift shop,Copper Harbor,47.4683788,-87.8896493,,FALSE,(906) 289-4596,Michigan,FALSE,Swede's Gift Shop,2.8,
49829,"425 Stephenson Ave, Escanaba, MI 49829",Discount store,Escanaba,45.750398,-87.0723339,425 Stephenson Ave,FALSE,(906) 233-9130,Michigan,FALSE,Budget Dollar Cash Liquidators,4,https://m.facebook.com/pages/Budget-Dollar-Cash-Liquidators/274522675955349
49841,"302 Explorer St, Gwinn, MI 49841",Recreation center,Gwinn,46.3359273,-87.3589314,302 Explorer St,FALSE,(906) 346-5974,Michigan,FALSE,Salvation Army Recreation Center,3.7,http://www.salvationarmyusa.org/
49812,"Carney, MI 49812",Non-profit organization,Carney,45.590144,-87.5543572,,FALSE,(906) 639-3508,Michigan,FALSE,Goodwill Contract Services,,
49855,"133 Carmen Dr, Marquette, MI 49855",Housing society,Marquette,46.4852819,-87.3505544,133 Carmen Dr,FALSE,(906) 249-4416,Michigan,FALSE,Habitat for Humanity ReStore,4,http://www.mqthabitat.org/
49855,"3145 US Hwy 41, Marquette, MI 49855",Electronics store,Marquette,46.54814,-87.4571215,3145 US Hwy 41,FALSE,(906) 273-1819,Michigan,FALSE,GoodTech,5,http://www.gwnwup.org/
49833,"1738 M-35, Little Lake, MI 49833",Antique store,Little Lake,46.2875103,-87.3380849,1738 M-35,FALSE,(906) 346-2290,Michigan,FALSE,Good Old Dayz Antiques & Estate Liquidation 1838 e. M35 Little Lake Mi,4.7,
49855,"107 S Front St, Marquette, MI 49855",Gift shop,Marquette,46.5428752,-87.3928155,107 S Front St,FALSE,,Michigan,FALSE,Unsalted Goods,,https://www.instagram.com/unsaltedgoods/
49837,"816 Delta Ave, Gladstone, MI 49837",Charity,Gladstone,45.8478294,-87.0201067,816 Delta Ave,FALSE,(906) 428-1234,Michigan,FALSE,St. Vincent de Paul Society Thrift Store,4.3,https://www.svdpup.org/
49855,"100 W Washington St, Marquette, MI 49855",Boutique,Marquette,46.543313,-87.393012,100 W Washington St,FALSE,(906) 362-7876,Michigan,FALSE,Boomerang Retro & Relics,4.6,http://www.boomerangretro.com/
49829,"1014 Ludington St, Escanaba, MI 49829",Non-profit organization,Escanaba,45.7458752,-87.0620378,1014 Ludington St,FALSE,(906) 786-2808,Michigan,FALSE,St. Vincent de Paul Society,4.2,https://www.facebook.com/SVdPEskyStore/
49829,"115 8th St N, Escanaba, MI 49829",Charity,Escanaba,45.7464095,-87.0585553,115 8th St N,FALSE,(906) 789-1434,Michigan,FALSE,St. Vincent de Paul Society Thrift Store,4.9,https://www.svdpup.org/
49079,"1000 E Michigan Ave, Paw Paw, MI 49079",Thrift store,Paw Paw,42.2188681,-85.8766294,1000 E Michigan Ave,FALSE,(269) 657-4186,Michigan,FALSE,Community Thrift Shop,4.4,http://communitythriftshopmi.com/
49455,"186 N Michigan Ave, Shelby, MI 49455",Non-profit organization,Shelby,43.6119475,-86.3636874,186 N Michigan Ave,FALSE,(231) 259-0246,Michigan,FALSE,Love INC Thrift Store,4.5,http://www.loveincoceana.org/
49837,"918 Delta Ave, Gladstone, MI 49837",Discount store,Gladstone,45.8476387,-87.0209923,918 Delta Ave,FALSE,(906) 398-7927,Michigan,FALSE,Waugh's Everyday Dollar Store,5,
49829,"3001 5th Ave S, Escanaba, MI 49829",Social services organization,Escanaba,45.7386101,-87.0910531,3001 5th Ave S,FALSE,(906) 786-0590,Michigan,FALSE,The Salvation Army of Escanaba,4.6,https://centralusa.salvationarmy.org/escanaba
49829,"919 Ludington St, Escanaba, MI 49829",Home goods store,Escanaba,45.7455581,-87.0607727,919 Ludington St,FALSE,(906) 786-4394,Michigan,FALSE,Wishful Thinking,4.5,
49103,"9147 US Highway 31, Berrien Springs, MI 49103",Family service center,Berrien Springs,41.9535763,-86.3509749,9147 US Highway 31,FALSE,(269) 471-7411,Michigan,FALSE,Neighbor To Neighbor,4.6,http://www.n2nhelps.com/
49090,"340 73.50 St, South Haven, MI 49090",Thrift store,South Haven,42.4024638,-86.2554713,340 73.50 St,FALSE,(269) 767-7030,Michigan,FALSE,Goodwill Industries of Southwestern Michigan,3.2,http://www.goodwillswmi.org/?y_source=1_MTI0NTk0MzUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
49085,"2542 S Cleveland Ave, St Joseph, MI 49085",Consignment shop,St Joseph,42.0728116,-86.4957134,2542 S Cleveland Ave,FALSE,(269) 769-4923,Michigan,FALSE,Kids' Kollection,4.8,
49057,"24 W Main St, Hartford, MI 49057",Thrift store,Hartford,42.2066545,-86.1676652,24 W Main St,FALSE,,Michigan,FALSE,His Place Hope Chest Thrift Store,4.1,https://www.facebook.com/His-Place-Hope-Chest-Thrift-Store-120825531414236/?hc_ref=ARQrlckW9U35wV0BDVOP8RcTZ2jGdW15OhNPBMlRzdwSb99STb46Vi5QuA-hQKX60Sg&fref=nf
49117,"303 N Whittaker St, New Buffalo, MI 49117",Clothing store,New Buffalo,41.7976383,-86.7461268,303 N Whittaker St,FALSE,,Michigan,FALSE,Gear,5,
49090,"07591 Blue Star Hwy, South Haven, MI 49090",Thrift store,South Haven,42.3903342,-86.2596426,07591 Blue Star Hwy,FALSE,(269) 639-8180,Michigan,FALSE,Rescued Treasures Thrift Shop,4.8,
49120,"918 Silverbrook Ave, Niles, MI 49120",Thrift store,Niles,41.8191878,-86.2487427,918 Silverbrook Ave,FALSE,(269) 684-5452,Michigan,FALSE,Goodwill,4,http://www.goodwill-ni.org/
49098,"3973 M-140 suite B, Watervliet, MI 49098",Thrift store,Watervliet,42.1836948,-86.2609739,3973 M-140 suite B,FALSE,,Michigan,FALSE,Flip Flop Thrift Shop,3.6,
49106,"9600 Red Arrow Hwy, Bridgman, MI 49106",Non-profit organization,Bridgman,41.94477,-86.562588,9600 Red Arrow Hwy,FALSE,(269) 426-0001,Michigan,FALSE,Harbor Country Mission,4.7,http://www.harborcountrymission.org/
49022,"1550 Mall Dr, Benton Harbor, MI 49022",Thrift store,Benton Harbor,42.0778389,-86.4214756,1550 Mall Dr,FALSE,(269) 926-8161,Michigan,FALSE,Goodwill Industries of Southwestern Michigan,3.6,http://www.goodwillswmi.org/?y_source=1_MTI0NTk0MjktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
49022,"205 W Main St, Benton Harbor, MI 49022",Thrift store,Benton Harbor,42.115606,-86.4586379,205 W Main St,FALSE,(269) 927-6060,Michigan,FALSE,Six Degrees Resale Store,4.5,
49085,"1523 Niles Ave, St Joseph, MI 49085",Consignment shop,St Joseph,42.0995876,-86.4851331,1523 Niles Ave,FALSE,(269) 983-3276,Michigan,FALSE,Everybody's Everything,4.3,
49022,"2302 Plaza Dr, Benton Harbor, MI 49022",Thrift store,Benton Harbor,42.0762751,-86.4312728,2302 Plaza Dr,FALSE,(269) 927-0006,Michigan,FALSE,Harbor Habitat For Humanity ReStore,4,http://www.harborhabitat.org/
49022,"1804 M-139, Benton Harbor, MI 49022",Thrift store,Benton Harbor,42.0846689,-86.4382208,1804 M-139,FALSE,(269) 925-9925,Michigan,FALSE,Mosaic Resale,4.5,https://mosaicccda.com/
49127,"5822 Cleveland Ave, Stevensville, MI 49127",Thrift store,Stevensville,42.0123527,-86.495272,5822 Cleveland Ave,FALSE,(269) 369-2697,Michigan,FALSE,The Pink Poodle Re-Sale Store,3.8,
49128,"6 S Elm St, Three Oaks, MI 49128",Antique store,Three Oaks,41.8003941,-86.6106909,6 S Elm St,FALSE,,Michigan,FALSE,Harbor Country Boutique & Vintage Shop,5,
49128,"6671 Kruger Rd, Three Oaks, MI 49128",Consignment shop,Three Oaks,41.814071,-86.614335,6671 Kruger Rd,FALSE,(269) 759-9114,Michigan,FALSE,Barry's coins and more,,
49127,"5709 St Joseph Ave, Stevensville, MI 49127",Thrift store,Stevensville,42.0142454,-86.519431,5709 St Joseph Ave,FALSE,(269) 408-8073,Michigan,FALSE,Goodwill Industries of Southwestern Michigan,3.9,http://www.goodwillswmi.org/?y_source=1_MTI0NTk0MzQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
